Ticker,Name,R&D Exp:CY,CAPEX:CY,Tot Assets:CY,Debt/Assets:CY,Curr Ratio:CY,EBIT:CY,ROA:CY,AZS
DH US Equity,DEFINITIVE HEALTHCARE CORP,42441000,-2977000,1825901056,14.6737,2.308,-329800000,-10.2556,-5.053
DGMA US Equity,DEGAMA SOFTWARE SOLUTIONS IN, ,-42000,2565000,0,1.5302,-1921000,-54.3058, 
DELL US Equity,DELL TECHNOLOGIES -C,2800999936,-2756000000,82089000960,32.6755,0.7413,5210999808,3.7402,2.2942
DLPX US Equity,DELPHAX TECHNOLOGIES INC,3356000,-81000,25596000,36.9511,3.3863,621000,-3.0418,0.6423
DSG CN Equity,DESCARTES SYSTEMS GRP/THE,84103000,-5563000,1474285056,0.4733,2.0536,142848992,8.3078,25.4039
DM US Equity,DESKTOP METAL INC-A,85096000,-2762000,458000992,31.4309,3.0831,-323220992,-53.3297,-17.0728
FARM CN Equity,DEVERON CORP,0,-5491738,116727088,13.9523,0.911,-8162915,-13.0273,-2.141
DEVPB SS Equity,DEVPORT AB,0,-66000,283440000,4.9933,1.6417,45928000,12.9407, 
DGB NA Equity,DGB GROUP NV, ,-144000,29165000,22.3967,7.7361,-1280000,-7.7294,0.1371
DHH IM Equity,DHH SPA,0,-4888103,53009624,31.9303,1.1943,4890750,4.1533,4.1047
DIAH SS Equity,DIADROM HOLDING AB,0,-1575000,29521000,0,2.2105,8413000,21.4958, 
DBD US Equity,DIEBOLD NIXDORF INC,96700000,-24900000,4161999872,32.7895,1.5158,86900000,38.0822,2.4682
DIGAF US Equity,DIGATRADE FINANCIAL CORP, , , , , , , , 
DGII US Equity,DIGI INTERNATIONAL INC,60289000,-2226000,815075008,16.8556,1.7288,48089000,2.7269,7.1701
DIGIA FH Equity,DIGIA OYJ,4806000,-56000,168156992,22.1067,0.8571,13836000,6.0115,5.2715
DMRC US Equity,DIGIMARC CORP,26577000,-314000,80552000,8.1637,2.9605,-48207000,-47.3002,12.7108
DGLY US Equity,DIGITAL ALLY INC/NV,2618746,-6428225,47028808,21.0958,0.6912,-22240552,-49.5455,-11.5757
DLOC US Equity,DIGITAL LOCATIONS INC, , , , , , , , 
APPS US Equity,DIGITAL TURBINE INC,54157000,-24279000,865539968,45.3214,1.0268,-374438016,-39.4192,-3.2727
DGV IM Equity,DIGITAL VALUE SPA, ,-57321000,729745984,13.8458,1.3199,60973000,5.6241,2.7424
DWF FH Equity,DIGITAL WORKFORCE SERVICES O, ,-484293.7188,23434560,4.0779,2.6805,-844459.75,-2.7127,3.2511
DIGIGR FH Equity,DIGITALIST GROUP OYJ, ,-22000,11444000,312.3646,0.1146,-1696000,-34.1717,-34.8847
DOCN US Equity,DIGITALOCEAN HOLDINGS INC,140364992,-119299000,1460967040,112.958,2.611,11896000,1.1846,2.283
DGTW US Equity,DIGITALTOWN INC,0,-5342,59822,1713.7509,0.0136,-5788778,-6065.0015, 
DIGI US Equity,DIGITILITI INC, , , , , , , , 
DSG LN Equity,DILLISTONE GROUP PLC,170000,-9000,6831000,17.2303,0.2382,51000,0.0403,4.7627
DIOD US Equity,DIODES INC,134868000,-150768992,2367659008,4.1481,3.0175,250571008,9.7587,5.0903
DCSI CN Equity,DIRECT COMMUNICATION SOLUTIO,515691,-5214,3059005,48.9428,0.2589,-4743953,-79.4131,-17.3852
DSCV LN Equity,DISCOVERIE GROUP PLC,0,-4800000,668700032,35.1129,1.5518,32000000,2.4713,3.4361
DIVIOB SS Equity,DIVIO TECHNOLOGIES AB, ,0,30175000,0,0.6163,-14293000,-46.6282,-34.1376
DLAB SS Equity,DLABORATORY SWEDEN AB, ,0,30621000,1.4369,1.9002,-11046000,-32.2215,0.7034
DCBO CN Equity,DOCEBO INC,35479000,-635000,158375008,1.3317,1.2633,-3710000,1.2849,6.0317
DOC AU Equity,DOCTOR CARE ANYWHERE GRO-CDI,0,-1670,196070,35.4312,1.1872,-84020,-39.2455,53.4243
DOCU US Equity,DOCUSIGN INC,539488000,-92391000,2971290112,4.8145,0.944,31634000,2.4726,5.1527
DLB US Equity,DOLBY LABORATORIES INC-CL A,263663008,-30007000,3109927936,1.511,2.8586,258326000,8.599,10.0049
DOMO US Equity,DOMO INC - CLASS B,85049000,-11734000,225660000,57.3766,0.6465,-54881000,-32.3099,-11.0572
DONE SS Equity,DONE.AI GROUP AB,0,-983000,464676992,0.5606,1.4275,-129231000,-29.8467,1.2454
DFIN US Equity,DONNELLEY FINANCIAL SOLUTION, ,-61800000,806899968,18.664,1.0342,110000000,10.0538,8.7599
DORO SS Equity,DORO AB,78000000,-100000,869100032,1.6339,1.7563,68700000,3.655, 
DOTD LN Equity,DOTDIGITAL GROUP PLC, ,-195000,123573000,2.4925,3.053,12010000,9.8916,10.4499
DOTSOFT GA Equity,DOTSOFT SA,847220,-534219,10026975,7.6281,2.5546,1926438,20.741,6.4189
DV US Equity,DOUBLEVERIFY HOLDINGS INC,125376000,-17009000,1243031040,6.95,6.3562,85727000,6.2688,11.8963
DVAR US Equity,DOVARRI INC, , , , , , , , 
DOX IM Equity,DOXEE SPA,3621000,-7446579,46724976,46.2668,0.6338,-4541635,-11.0728,0.2027
DOCS US Equity,DOXIMITY INC-CLASS A,81983000,-147000,1079373952,1.3476,6.1999,163878000,13.3181,33.28
DPRO CN Equity,DRAGANFLY INC,1554823,-490391,8330292,10.5048,0.9031,-22718626,-205.5988,-21.0417
DWAY US Equity,DRIVEITAWAY HOLDINGS INC,56529,-67039,230790,591.4294,0.0185,-762455,-355.0771,-18.3968
DBX US Equity,DROPBOX INC-CLASS A,936499968,-24300000,2983500032,68.061,1.2623,538700032,14.8878,1.6695
DROR US Equity,DROR ORTHO-DESIGN INC, , , , , , , , 
DSS US Equity,DSS INC,1147000,-818000,153192000,41.0139,1.3421,-21461000,-40.0917,-4.1449
DUSYF US Equity,DUESENBERG TECHNOLOGIES INC, , , , , , , , 
DUOL US Equity,DUOLINGO,194352000,-13684000,953956992,2.2112,3.2369,-13259000,1.8888,20.0144
DUOT US Equity,DUOS TECHNOLOGIES GROUP INC,1812951,-496686,12842285,39.3215,1.9269,-11446566,-86.7035,-10.8138
DXC US Equity,DXC TECHNOLOGY CO, ,-182000000,13870999552,35.0948,1.1686,411000000,0.6125,1.1872
DXSP PZ Equity,DXS INTERNATIONAL PLC,369512,-908,2661322,9.9496,1.4858,-4876823,-97.8466,-13.441
DND CN Equity,DYE & DURHAM LTD,105060000,-3770000,2243575040,68.9913,1.0573,19990000,-8.0662,-0.3331
KAS CN Equity,DYNAMITE BLOCKCHAIN CORP, ,0,7161830,0,1.075,-680250,-40.1007,-12.1735
DYSL US Equity,DYNASIL CORP OF AMERICA,626000,-893000,30827000,19.5673,1.6169,12000,-1.1867,2.7476
DT US Equity,DYNATRACE INC,304739008,-26459000,3409778944,2.039,1.2755,128400000,5.0082,9.3071
DZSIQ US Equity,DZS INC,55780000,-1574000,249380992,27.1641,1.1843,-128989000,-43.4406,-3.7001
EBYH US Equity,E-BUY HOME INC, , , , , , , , 
EDTA US Equity,E-DATA CORPORATION, , , , , , , , 
EMNC US Equity,E-MONEE.COM INC, , , , , , , , 
ALAGO FP Equity,E-PANGO SAS,0,-411814,3865898,77.1875,0.3775,-1570484,-42.8084,-7.3647
ETWO US Equity,E2OPEN PARENT HOLDINGS INC,101420000,-29252000,3141655040,34.336,1.0014,-1193607936,-28.3757,-10.5225
EAXR US Equity,EALIXIR INC,0,-8532,1675122,479.3974,0.1186,-6706561,-231.2818,-15.7046
SPOT CN Equity,EARTHLABS INC,1605738,-74522,49251444,4.3372,12.1998,-19574136,-29.5471,2.4151
EATR US Equity,EASTERN ASTERIA INC, ,-1076,149804,1337.1746,0.0647,-6806894, , 
ESY GR Equity,EASY SOFTWARE AG,4899000,-138000,49499000,0,0.3965,2971000,-2.4627,3.551
EFIT GR Equity,EASYMOTION TEC AG, , ,129235664,0,9.2735,-1536367.625,-2.5441, 
ECK LN Equity,ECKOH PLC, ,-690000,62038000,1.3363,1.3035,3246000,7.4118,9.4389
ESSI US Equity,ECO SCIENCE SOLUTIONS INC, , , , , , , , 
ECGS US Equity,ECO-GROWTH STRATEGIES INC, , , , , , , , 
ECONB BB Equity,ECONOCOM GROUP,0,-23000000,2279500032,20.3334,1.1219,105500000,2.6561,2.1966
CTRL CN Equity,EDGE TOTAL INTELLIGENCE INC,1643377,0,2744305,143.9409,0.2604,-2951096,-38.2292,-19.8357
EGIL US Equity,EDGETECH INTERNATIONAL INC, , , , , , , , 
YFI CN Equity,EDGEWATER WIRELESS SYSTEMS I,28260,-510,323402,26.7627,0.1401,-909807,-218.9844,-284.2765
EGIOQ US Equity,EDGIO INC,83652000,-35541000,542380032,28.8541,1.2815,-147836000,-31.88,-4.7138
ALBERT SS Equity,EEDUCATION ALBERT, ,-204000,315528992,2.9382,1.3885,-86750000,-25.7926,-7.1022
EFOT US Equity,EFOTOXPRESS INC, , , , , , , , 
EGAN US Equity,EGAIN CORP,26626000,-198000,127852000,2.9495,1.7109,5971000,6.0317,-1.4237
EGN IM Equity,EGOMNIA SPA, ,-4518,1570406,25.8491,1.1574,171099,6.904,2.5232
EHVVF US Equity,EHAVE INC,0,0,2972925,67.451,0.1195,-1594124,-92.6667,-62.9406
EKI FP Equity,EKINOPS,28022000,-8032000,192612000,17.4008,2.5092,3634000,1.9333,1.9997
ESTC US Equity,ELASTIC NV,341951008,-3450000,2242565888,26.474,1.7574,-129902000,3.0968,3.7559
ELCO US Equity,ELCOM INTERNATIONAL INC,766000,-164000,3851000,4.752,0.6517,-4067000,-110.4106,-61.3143
ELCO LN Equity,ELECO PLC,1253000,-2389000,45976000,3.1756,1.066,3289000,6.0639,6.5564
ETCIA US Equity,ELECTR TELE-COMMUNCTN,79618, ,223156, ,0.3151,29457,3.8126, 
EOSC US Equity,ELECTRO-OPTICAL SYSTEMS CORP, , , , , , , , 
ELST US Equity,ELECTRONIC SYSTEMS TECHNOLOG,121896,-19768,1731038,1.7777,16.212,-183934,-8.5127,12.2618
ELES IM Equity,ELES SEMICONDUCTOR EQUIPMENT,115000, ,58211000,31.6195,2.1216,2147000,1.4366,2.2262
ELABS NO Equity,ELLIPTIC LABORATORIES ASA, ,-25613000,349908992,7.3916,7.4477,-49743000,-10.8693, 
ELMN SW Equity,ELMA ELECTRONIC AG-REG,3301000,-2530000,110874000,20.6992,2.3021,7335000,4.6625,5.5925
ELG GR Equity,ELMOS SEMICONDUCTOR SE,68774000,-109014000,812398016,14.6092,1.7919,149224000,14.6363,4.9555
ELTEL SS Equity,ELTEL AB,0,-4400000,624300032,20.0224,0.7309,-5300000,-1.2681,0.3988
EMBA US Equity,EMAMBA INTERNATIONAL CORP, , , , , , , , 
EMART SS Equity,EMBEDDEDART GROUP AB, ,0,8217979,65.4199,0.4883,-24567774,-140.1854,-8.7069
EMKR US Equity,EMCORE CORP,17910000,-1856000,143912992,23.9832,3.2088,-48740000,-45.2613,-10.1186
EMRG CN Equity,EMERGENCE GLOBAL ENTERPRISES,0,-240303.4219,6269328,16.8664,0.6684,-236574,-11.1696,1.0406
MSN US Equity,EMERSON RADIO CORP,0,-119000,29065000,1.0012,14.4904,-3399000,2.5349,2.497
ENA CN Equity,ENABLENCE TECHNOLOGIES INC,3748981.75,-460662.7188,5649142.5,559.4045,0.2897,-13454061,-279.3387,-48.1296
DAVA US Equity,ENDAVA PLC- SPON ADR, ,-5486000,1013891008,19.9983,1.7394,20140000,1.9196,6.8485
EDXC US Equity,ENDEXX CORP, ,0,12000,0,1,-15000,-103.4483, 
E2N GR Equity,ENDOR AG,2145000, ,101290800,45.2678,2.1729,4989873.5,4.3719, 
ENEA SS Equity,ENEA AB,830510016,-7298000,2582266112,19.7282,2.0664,-499470016,-18.6677, 
ALNN6 FP Equity,ENENSYS TECHNOLOGIES SA,4414000,-154000,16655000,61.2669,1.7756,-147000,-2.0884,1.1929
ENENTO FH Equity,ENENTO GROUP OYJ,9700000,-1455000,490336992,32.0225,1.2711,30418000,3.5502,7.462
ALNRG FP Equity,ENERGISME SA,649317.5, ,19102628,19.6965,1.6441,-5501925,-49.2921,-1.1853
PLUG CN Equity,ENERGY PLUG TECHNOLOGIES COR,143265,0,70687,0,0.2648,-1862736,-826.3423,-53.1955
ENERS SS Equity,ENERSIZE OYJ, ,-3578,788305,0,0.8752,-1404639,-104.2671,-38.6933
ENFN US Equity,ENFUSION INC - CLASS A,19893000,-9671000,108972000,18.9351,3.4395,11948000,5.1771,21.5592
EXR LN Equity,ENGAGE XR HOLDINGS PLC, ,-17465,9230140,0.9455,13.6331,-4240717,-62.6554,2.9406
ENGH CN Equity,ENGHOUSE SYSTEMS LTD,88833000,-1977000,833492992,1.3303,1.8137,133846000,10.0581,8.2224
ENHT US Equity,ENHERENT CORP, ,-96173,4637354,77.1621,0.2974,858,-19.3093,-21.612
EBWK US Equity,ENIGMA-BULWARK LTD, , , , , , , , 
NLTA/H CN Equity,ENLIGHTA INC,512840,0,1161672,0,0.2594,-1236749,-86.1517,-576.9373
ENVX US Equity,ENOVIX CORP,88392000,-61795000,564304000,34.1706,5.2964,-230255008,-42.6059,-0.8074
ENSU NO Equity,ENSURGE MICROPOWER ASA, ,-247000,7093000,118.8496,0.7601,-13668000,-215.7774,-5.1409
ENTG US Equity,ENTEGRIS INC,277312992,-456847008,8812591104,52.8857,3.847,499158016,1.9067,4.486
ETER US Equity,ENTERRA CORP,0,-976000,44234000,33.5579,0.8204,-3958000,-23.3248, 
EPAM US Equity,EPAM SYSTEMS INC,0,-28415000,4352365056,3.9506,4.7933,501239008,9.9763,10.8932
EPAZ US Equity,EPAZZ INC, , , , , , , , 
EQS FP Equity,EQUASENS,0,-18417000,394044992,17.58,1.223,55208000,12.6328,5.2263
ERFB US Equity,ERF WIRELESS INC, , , , , , , , 
ERICB SS Equity,ERICSSON LM-B SHS,50664001536,-5470000128,297035988992,18.29,1.1978,-20450000896,-8.1804, 
ALESK FP Equity,ESKER SA,17315000,-15984000,172308992,6.3386,1.9362,17919000,8.8797,12.812
ESYS LN Equity,ESSENSYS GROUP LTD,1988000,-34000,22724000,6.3369,2.0137,-5380000,-13.173,-0.6576
ESK AU Equity,ETHERSTACK PLC-CDI,0,-106000,16223000,16.6307,1.9548,565000,3.4602,1.5229
ETRI NO Equity,ETRINELL AS, ,-1431290,78453496,0,1.5206,56634660,72.9763, 
ETH IM Equity,EUROTECH SPA,2758660096,-395000,155516992,20.2563,1.4454,-2449000,-1.8771,1.2823
EVCM US Equity,EVERCOMMERCE INC,75614000,-23080000,1518064000,35.0575,1.5348,2426000,-2.934,1.3904
MRAM US Equity,EVERSPIN TECHNOLOGIES INC,11776000,-1404000,67303000,8.2909,6.5936,5885000,14.7624,4.6004
ET CN Equity,EVERTZ TECHNOLOGIES LTD,139415008,-9559000,484721984,4.7895,2.0116,100242000,15.2316,5.5348
EBZT US Equity,EVERYTHING BLOCKCHAIN INC, , , , , , , , 
OKAI CN Equity,EVOKAI CREATIVE LABS INC,475487.125,0,1153899.5,0,1.8216,-3160561.75,-3892.4573,-479.2459
EVH US Equity,EVOLENT HEALTH INC - A,0,-28745000,2680307968,24.0568,1.014,-71211000,-5.0267,3.4538
EVS BB Equity,EVS BROADCAST EQUIPMENT S.A.,31836000,-3013000,251576000,5.7001,3.4743,41142000,15.242, 
EWLL US Equity,EWELLNESS HEALTHCARE CORP, , ,0, ,0, , , 
EWRK SS Equity,EWORK GROUP AB,0,-2491000,4137143040,6.304,1.0449,194700000,2.8874,6.0409
EWRC US Equity,EWORLD COS INC, , , , , , , , 
EXL GR Equity,EXASOL AG, ,-100000,20004026,0,6.6696,-8330962.5,-38.0357,-7.0337
XBLK/X CN Equity,EXEBLOCK TECHNOLOGY CORP,0,0,554320,0,5.3503,-169680,-23.6175,-11.8181
XELA US Equity,EXELA TECHNOLOGIES INC,1100000,-8075000,636337024,174.2734,0.4589,8051000,-18.3226,-8.9621
EXEO US Equity,EXEO ENTERTAINMENT INC,193977,-69522,252308,17.7057,2.7095,-667111, , 
EXLS US Equity,EXLSERVICE HOLDINGS INC, ,-52803000,1441971968,18.8463,2.0823,238755008,13.239,9.5988
EXBX US Equity,EXOBOX TECHNOLOGIES CORP,108367,0,2633,15001.8994,0.0008,-2830155,-2197.374,-16161.5959
EXOD US Equity,EXODUS MOVEMENT INC - A,0,-141000,20751000,0,6.026,4396000,53.8208, 
EXFY US Equity,EXPENSIFY INC - A,23368000,-7294000,176784000,16.7176,2.0213,-33149000,-21.4229,1.9346
EXAI IM Equity,EXPERT.AI SPA, ,-291743,62653428,27.0534,1.0233,-8814724,-14.3411,-2.0825
EXS SS Equity,EXSITEC HOLDING AB,0,-4166000,805241024,18.7068,0.9872,100793000,9.1143,8.0703
EXTR US Equity,EXTREME NETWORKS INC,211931008,-18121000,1042593984,22.9815,0.9021,-65202000,-7.8711,0.0731
EOID SS Equity,EYEONID GROUP AB, ,0,70117568,0,2.6556,-18275268,-25.2277,9.4506
AXCG US Equity,EYES ON THE GO INC, ,0,85427,260.9912,0.0238,-756765,-3583.7151,-115.9975
EZEN US Equity,EZENIA! INC,998000,-27000,4564000,0,1.2598,-2854000,-53.085,-51.4118
FSECURE FH Equity,F-SECURE CORP,25583000,-7920000,275265984,71.541,0.814,29497000,13.234,6.1712
FFIV US Equity,F5 INC,490120000,-30412000,5613003776,4.4462,1.4161,658590976,10.4366,6.2686
FAA GR Equity,FABASOFT AG,25458000,-13332000,76328000,2.5954,1.2456,13340000,12.3693,4.4204
FACE SM Equity,FACEPHI BIOMETRIA SA, ,-1517847,45711512,28.8446,0.8529,-5384034,-11.0555,0.3368
FCTI US Equity,FACT INC,0,0,12237,1021.721,0.0184,-447374,-19647.6426,-274.8989
FADL LN Equity,FADEL PARTNERS INC,3833225,-64328,16417160,1.8102,1.5796,-2638122,-11.5987,-0.5998
FAE IM Equity,FAE TECHNOLOGY SPA-SOCIETA',0,-2711239,54359988,20.2812,1.5319,4990803,7.5987,3.4256
FALC US Equity,FALCONSTOR SOFTWARE INC,2421435,0,12276863,19.2924,1.1395,1420274,8.7173,-0.3015
FDM/X CN Equity,FANDIFI TECHNOLOGY CORP,0,0,2039972,0,1.1265,-3550987,-102.2981,-539.3252
FFZY US Equity,FANSFRENZY CORP, , , , , , , , 
FFAI US Equity,FARADAY FUTURE INTELLIGENT E,132021000,-31109000,530539008,27.2025,0.3498,-286054016,-81.4744,-14.7228
FMHS US Equity,FARMHOUSE INC, , , , , , , , 
FSLY US Equity,FASTLY INC - CLASS A,152190000,-10976000,1525191040,28.4108,3.1394,-198028000,-7.78,-0.0307
FASTPC DC Equity,FASTPASSCORP A/S,0,0,11619029,9.3563,0.1327,-1581848,-22.1515,-15.8311
FDP LN Equity,FD TECHNOLOGIES PLC,31094000,-654000,306523008,15.1871,1.178,-2430000,-11.9819,3.3686
FDM LN Equity,FDM GROUP HOLDINGS PLC,0,-651000,124177000,16.2518,2.6355,55200000,32.0471,11.3559
FNDX CN Equity,FENDX TECHNOLOGIES INC,321429,0,564056,0,1.0831,-3763976,-1012.2029, 
FERRO SS Equity,FERROAMP AB, ,-12095000,366488992,1.6481,2.6689,-106086000,-35.4736,-3.8954
FBCE US Equity,FIBERCORE INC,1877000,-24195000,75603000,71.9178,0.4267,-8586000,-36.8678,-1.4583
FDA IM Equity,FIDIA SPA,355000,-172000,32170000,35.5642,0.8555,-1648000,-3.9501,0.6181
FTC LN Equity,FILTRONIC PLC,2840000,-786000,25265000,11.9375,2.0783,3610000,14.491,9.0335
FCL AU Equity,FINEOS CORP HOLDINGS PLC-CDI,0,0,196306896,3.8048,1.7535,-15844076,-6.547,3.9317
FINGB SS Equity,FINGERPRINT CARDS AB-B,117300000,-200000,1083600000,9.9206,1.2739,-320400000,-26.8712, 
FIN LN Equity,FINSETA PLC, ,-11081,6746295,44.1648,1.5202,1359957,38.3681,2.3261
WERX CN Equity,FINTECHWERX INTERNATIONAL SO, ,0,723302,0,1.3775,-414074,-47.9035, 
FTG CN Equity,FIRAN TECHNOLOGY GROUP CORP,6637000,-6504000,125707000,23.402,2.244,14683000,11.0965,4.1167
AIFF US Equity,FIREFLY NEUROSCIENCE INC, ,0,4519835,17.6983,0.9852,-1785367,-32.5482,-25.0798
FIVN US Equity,FIVE9 INC,156582000,-31234000,1494567936,53.1176,5.5261,-98576000,-5.9702,1.4214
FLEX US Equity,FLEX LTD,0,-530000000,18257000448,20.5455,1.5215,853000000,5.0726,2.6412
FLXI US Equity,FLEXIINTERNATIONAL SOFTWARE,1322000,-35000,3029000,28.7223,0.7261,740000,26.8395,-23.813
FLOWS SS Equity,FLOWSCAPE TECHNOLOGY AB,0,-47000,46724000,0,0.9074,-2300000,-4.9382,-5.3945
FLSP BB Equity,FLOWSPARKS,0,-30850,11446090,1.2231,1.4081,1516545,9.8417,9.1654
MLFNP FP Equity,FNP TECHNOLOGIES SA, , , , , , , , 
TUNE LN Equity,FOCUSRITE PLC,2241000,-1540000,202944992,17.0317,1.5699,5696000,1.2607,4.3817
FCGY US Equity,FORECASTAGILITY CORPORATION,1400000,-45000,1262000,138.9065,0.3623,-2101000,-88.7711, 
FRXX US Equity,FORECROSS CORPORATION,834720,-9082,1046491,22.4988,0.4443,-294197,-33.4789, 
FORA US Equity,FORIAN INC,1407580,-75493,58888612,42.2507,8.3756,-5595012,21.1261,0.5681
FRMC US Equity,FORMCAP CORP, , , , , , , , 
FORM US Equity,FORMFACTOR INC,115765000,-56027000,1106793984,4.35,4.3768,82756000,7.7907,12.8786
FPIP SS Equity,FORMPIPE SOFTWARE AB,0,-2364000,835966016,4.5259,0.6462,48845000,4.5614,6.9299
FORSE FP Equity,FORSEE POWER SACA,2630000,-24621000,187440000,36.9254,2.2877,-23155000,-16.7454, 
FEV GR Equity,FORTEC ELEKTRONIK AG,2570000,-556000,78802000,9.7104,4.0649,7889000,7.1306, 
FTNT US Equity,FORTINET INC,613800000,-204100000,7258899968,14.7598,1.1907,1241100032,17.021,5.862
FNOX SS Equity,FORTNOX AB,0,-4000000,2652000000,5.5053,1.751,673000000,23.0112,25.9292
FRTN US Equity,FORTRAN CORP, ,-136751,7673780,3.3657,2.5987,-1885503,-21.8518, 
FORD US Equity,FORWARD INDUSTRIES INC, ,-65154,14768356,23.2509,1.0291,-1932485,-12.1326,-0.0583
FOS IM Equity,FOS SPA, ,-293052,33967728,23.6988,1.9885,2258946,3.6892,2.593
FRACTL SS Equity,FRACTAL GAMING GROUP AB,0,-15040000,597084992,3.9113,1.3826,115772000,15.8118, 
FRAMB SS Equity,FRAM SKANDINAVIEN AB, ,0,33358000,0,2.2469,-19397000,-56.4703,-2.2472
FPH GR Equity,FRANCOTYP-POSTALIA HOLDING A,8721000,-11408000,176140000,41.4012,1.0614,13076000,5.9797,1.8733
F2M SS Equity,FREE2MOVE HOLDING AB,1400000,-9189,41376596,3.7511,0.6928,-18250246,-47.5488,-17.3756
FREEM SS Equity,FREEMELT HOLDING AB, ,-2696000,254686000,0,3.3314,-84024000,-31.6688,-3.6271
FRGT US Equity,FREIGHT TECHNOLOGIES INC,0,-34724,10678946,28.6738,1.2506,-8261198,-88.4361,-5.8382
FREJA SS Equity,FREJA EID GROUP AB,0,-57000,62418000,31.2362,0.6159,-29487000,-52.2848,-13.8804
FRLI US Equity,FRELII INC, ,0,434669,0,1.192,-4392048,-1405.3821,-253.0905
FEIM US Equity,FREQUENCY ELECTRONICS INC,3380000,-1492000,83253000,7.4292,1.8873,5019000,7.0923,2.9218
FQT AV Equity,FREQUENTIS AG, ,-10504000,371072000,11.9139,1.946,26647000,5.1778,3.4932
FRSH US Equity,FRESHWORKS INC-CL A,137756000,-2069000,1456771968,2.0246,4.1427,-170172000,-9.6889,1.6135
FDBL US Equity,FRIENDABLE INC,812500,0,253523,76.1067,0.0506,-2831887,-1444.9175,-13508.2399
FRNT CN Equity,FRNT FINANCIAL INC, ,0,5532996,1.7199,11.0327,-2857770,-33.8691, 
FRWAB SS Equity,FRONTWALKER AB, ,-301000,64932000,6.1803,1.2263,-8476000,-11.7167,-8.3829
FTI CN Equity,FTI FOODTECH INTL,0,0,436541,0,4.2309,-25420,-4.706,-15.2508
FEW GR Equity,FUNKWERK AG,11200000,-7125000,154308000,0.1516,9.2469,26732000,11.591,4.9361
FUUN US Equity,FUTURENET INC, , , , , , , , 
GAEX US Equity,GA EXPRESS INC,1003999.9375,-145000,5202000,141.5417,0.2878,-1433000,-36.0407, 
GAXYQ US Equity,GALAXY NEXT GENERATION INC, ,-763013,4565392,107.1064,0.2952,-4726951,-105.1412,-61.1213
GAPW SS Equity,GAPWAVES AB, ,-1520000,171579008,0,7.2387,-71974000,-32.7283,10.5835
GRMN US Equity,GARMIN LTD,904696000,-193524000,8603569152,1.6367,3.406,1092160000,15.7901,13.5532
IT US Equity,GARTNER INC,0,-103124000,7835918848,39.181,0.9074,1236893952,11.6608,7.466
GAWK US Equity,GAWK INC,0,0,3088564,95.0112,0.0671,-7575737, ,-196.1729
GBG LN Equity,GB GROUP PLC,15683000,-448000,852904000,12.056,0.9952,-41351000,-5.3742,13.2978
INW GR Equity,GBS SOFTWARE AG, ,0,3151571.5,0,14.1894,-572947.4375,6.98, 
GTCH US Equity,GBT TECHNOLOGIES INC, ,0,77985,7924.9819,0.0024,-1740221,-7917.998, 
4991 TT Equity,GCS HOLDINGS INC,246043008,-98230000,3590338048,10.1539,2.0108,-227027008,-19.5439,7.4028
GCTS US Equity,GCT SEMICONDUCTOR HOLDING IN, ,0,42725824,0.0819,0.0437,-4867708,-0.9985, 
AMPLUS CY Equity,GD AMPLUS PCL, , , , , , , , 
GEA FP Equity,GEA,0,-319000,93525840,0.0085,4.78,1442497,1.7989,4.5301
ALGEC FP Equity,GECI INTERNATIONAL,0,-239000,18863000,18.7775,0.7955,1704000,5.912,397.2134
GOSY US Equity,GECKOSYSTEMS INTERNATIONAL, , , , , , , , 
GOCH US Equity,GEEKS ON CALL HOLDINGS INC, ,-231340,1830342,44.1225,0.2546,-4922320, , 
GELN LN Equity,GELION PLC,3486000,-589000,13593000,0,4.728,-8105000,-58.2677,1.5526
GEN US Equity,GEN DIGITAL INC,332000000,-20000000,15772000256,54.5524,0.5128,1122000000,3.8841,2.903
GNSS US Equity,GENASYS INC,9644000,-191000,53936000,30.221,1.8559,-26716000,-61.1127,-3.6281
GNRD US Equity,GENERAL DATACOMM INDUSTRIES,1661000,-35000,6410000,415.9594,0.0751,-2786000,-75.0809, 
AICO CN Equity,GENERATIVE AI SOLUTIONS CORP,309753,-2568452,4861929,0,3.0296,-3160608,-372.4224,-6.3384
AIG CN Equity,GENESIS AI CORP,1213381,0,404011,9.9007,0.3384,-2188305,-773.0108,-303.5986
GNFI CN Equity,GENIFI INC, ,-1748,3662528,0, ,-2315576,149.9028, 
GNIP LN Equity,GENIP PLC, , , , , , , , 
G US Equity,GENPACT LTD,0,-55421000,4805712896,31.2753,1.4352,630857024,13.4388,4.1608
GSPH US Equity,GEOSPATIAL CORP, ,0,205986,991.6558,0.0559,-802676,-587.1053, 
GETB LN Equity,GETBUSY PLC,5999000,-90000,9251000,12.5824,0.3945,-372000,-2.335,3.934
GIGAQ US Equity,GIGA-TRONICS INC,2918000,-234000,31932000,66.8107,0.9535,-12548000,-75.4995, 
GCT US Equity,GIGACLOUD TECHNOLOGY INC - A,3925000,-4380000,840276992,47.7903,1.9392,110078000,14.9511,3.0201
GIGA SM Equity,GIGAS HOSTING SA,0,-4336941,172064448,48.7955,0.9603,-826654,-2.9289,0.8135
GGS GR Equity,GIGASET AG,1317000,-20892000,191458000,9.8173,1.0403,2081000,-2.904,2.8175
